Tip,chinese_name,episode,movie_name,ranking,score,score_num
95话/1996年1月10日/古橋一浩/和月伸宏/濱洲英喜→室井ふみえ,浪客剑心,95,るろうに剣心 -明治剣客浪漫譚-,474,7.7,1313
50话/2001年2月4日/東堂いづみ（擬人名称）,大~集合！小魔女DoReMi,50,も〜っと!おジャ魔女どれみ,473,7.9,132
98话/1984年9月17日,变形金刚,98,The Transformers,472,7.9,159
24话/2016年7月10日/桜井弘明/麻生周一「斉木楠雄のΨ難」（集英社ジャンプコミックス刊）/音地正行,齐木楠雄的灾难,24,斉木楠雄のΨ難,511,7.7,4620
193话/1963年1月1日,铁臂阿童木,193,鉄腕アトム,509,7.7,622
1996年1月8日/こだま兼嗣（#1-#118）→山本泰一郎（#119-#332）→佐藤真人（#162、#219、#333-#504）→於地紘仁（#505-#666）→山本泰一郎（#667-#677）→於地紘仁（#678-#679）→山本泰一郎（#680-）/青山剛昌/須藤昌朋(#1-#355)→とみながまり(#219、#263、#356-#504)→須藤昌朋、山中純子(#505-#576)→須藤昌朋(#577-#626)→須藤昌朋、牟田清司(#627-#680)→須藤昌朋(#681-#803)→須藤昌朋、岩井伸之(#804-#870)→須藤昌朋(#871-),名侦探柯南,1996年1月8日,名探偵コナン,510,7.7,4195
18话/1983年9月/查尔斯•舒尔茨,查理布朗和史努比,18,The Charlie Brown and Snoopy Show,508,7.8,235
12话/2012年7月2日/太田雅彦/なもり（一迅社「コミック百合姫」連載）/中島千明,摇曳百合♪♪,12,ゆるゆり♪♪,507,7.7,3612
26话/2005年7月3日/新房昭之/氷川へきる/大田和寛,不可思议的教室,26,ぱにぽにだっしゅ!,506,7.7,747
127话/2008年10月5日/秋山勝仁/レベルファイブ/池田裕治、井ノ上ユウ子,闪电十一人,127,イナズマイレブン,505,7.7,322
13话/2012年4月4日/山本沙代,鲁邦三世 ～名为峰不二子的女人～,13,LUPIN the Third ～峰不二子という女～,504,7.7,1294
12话/2019年7月7日/赤城博昭/山本崇一朗「からかい上手の高木さん」「あしたは土曜日」（小学館「ゲッサン」刊）/高野綾,擅长捉弄的高木同学 第二季,12,からかい上手の高木さん②,503,7.7,1584
1话/2008年7月16日/石原立也/Key/VisualArt's/池田和美,CLANNAD 另一个世界 智代篇,1,CLANNAD もうひとつの世界 智代編,502,7.7,3258
1话/1988年2月6日/石黒昇/田中芳樹,银河英雄传说 我的征途是星辰大海,1,銀河英雄伝説 わが征くは星の大海,501,7.8,150
12话/2016年1月7日/伊藤智彦/三部けい（「ヤングエース」連載）/佐々木啓悟,只有我不存在的城市,12,僕だけがいない街,500,7.7,4556
26话/2009年7月27日/日丸屋秀和「黑塔利亚AxisPowers」（幻冬舍漫画刊）/河南正昭,黑塔利亚 第2期,26,ヘタリア Axis Powers 第2期,499,7.7,1627
12话/2017年4月11日/和田純一/枯野瑛/今西亨,末日时在做什么？有没有空？可以来拯救吗？,12,終末なにしてますか？ 忙しいですか？ 救ってもらっていいですか？,498,7.7,4065
1话/2006年10月1日/庵野秀明/岡田斗司夫,飞跃巅峰！剧场版,1,トップをねらえ! 劇場版,497,7.7,368
13话/2007年10月7日/太田雅彦/桜場コハル/越智信次,南家三姐妹,13,みなみけ,496,7.7,3805
13话/2003年1月25日/車田正美/荒木伸吾、姫野美智,圣斗士星矢 冥王十二宫编,13,聖闘士星矢 冥王ハーデス十二宮編,495,7.7,907
1话/2008年8月2日/押井守/森博嗣/西尾鉄也,空中杀手,1,スカイ・クロラ The Sky Crawlers,535,7.7,1398
11话/2009年4月9日/神山健治/神山健治/森川聡子,东之伊甸,11,東のエデン,534,7.7,3840
1话/2011年3月19日,光之美少女全明星DX3 传达到未来！连结世界☆彩虹之花！,1,映画 プリキュアオールスターズDX3 未来にとどけ！世界をつなぐ☆虹色の花,533,7.8,207
12话/2014年1月11日/石ダテコー太郎,摸索吧！部活剧 再来一个,12,てさぐれ!部活もの あんこーる,532,7.7,618
24话/2007年4月7日/ヤマサキオサム（山崎理）/竹宮惠子,奔向地球,24,地球へ…,531,7.7,313
26话/1998年4月19日/三沢伸/しげの秀一,头文字D,26,頭文字D,530,7.7,1433
1话/2008年5月13日/阿里·福尔曼,和巴什尔跳华尔兹,1,ואלס עם באשיר‎,529,7.9,97
52话/2012年11月12,探险活宝 第五季,52,Adventure Time season 5,528,7.9,88
109话/1984年10月4日/芦田豊雄/武論尊、原哲夫/須田正己,北斗神拳,109,北斗の拳,527,7.7,450
1话/2002年4月20日/原恵一/臼井儀人/末吉裕一郎,蜡笔小新 呼风唤雨！战国大合战,1,クレヨンしんちゃん 嵐を呼ぶ アッパレ!戦国大合戦,526,7.7,275
1话/2020年2月29日/水島努/武蔵野アニメーション/関口可奈味,剧场版 白箱,1,劇場版 SHIROBAKO,525,8.0,77
10话/2001年7月11日/長岡康史/森岡浩之（ハヤカワ文庫刊）,星界的战旗II,10,星界の戦旗II,524,7.7,232
12话/2020年7月/及川啓/渡航（小学館「ガガガ文庫」）/田中雄一,我的青春恋爱物语果然有问题 完,12,やはり俺の青春ラブコメはまちがっている。完,523,7.9,83
1话/1979年5月19日/严定宪、王树忱、徐景达,哪吒闹海,1,哪吒闹海,522,7.7,819
2话/1992年8月/恩田尚之,间之楔,2,間の楔,521,7.7,457
13话/2010年10月3日/新房昭之/中村光/杉山延寛,荒川爆笑团2,13,荒川アンダー ザ ブリッジ×ブリッジ,520,7.7,3186
25话/2017年1月8日/吉成曜/TRIGGER／吉成曜,小魔女学园,25,リトルウィッチアカデミア,559,7.6,4217
1话/1982年3月13日/富野喜幸,机动战士高达 剧场版III 相逢在宇宙,1,機動戦士ガンダムIII めぐりあい宇宙編,558,7.7,290
13话/2015年10月3日/板村智幸/西尾維新『終物語』(講談社BOX)/渡辺明夫,终物语,13,終物語,557,7.6,2852
4话/2012年12月31日/板村智幸/西尾維新/渡辺明夫,猫物语（黑）,4,猫物語(黒),556,7.7,4266
1话/2015年6月19日(美国)2015年10月6日(中国)/PeteDocter,头脑特工队,1,Inside Out,555,7.7,747
49话/2000年2月6日/東堂いづみ（擬人名称）,小魔女DoReMi ♯,49,おジャ魔女どれみ♯,554,7.8,193
12话/2019年1月10日/神戸守/白井カイウ・出水ぽすか（集英社「週刊少年ジャンプ」連載）,约定的梦幻岛,12,約束のネバーランド,553,7.7,3433
39话/1991年7月14日/出﨑統/池田理代子/杉野昭夫,青兰圆舞曲,39,おにいさまへ…,552,7.9,80
26话/2009年1月6日/宍戸淳/杉浦幸次,第一神拳 New Challenger,26,はじめの一歩 New Challenger,551,7.9,104
1话/2003年7月26日,茄子 安达鲁西亚之夏,1,茄子 アンダルシアの夏,550,7.7,254
1话/2004年1月3日/えんどうてつや,棋魂特别篇 迈向北斗杯之路,1,ヒカルの碁スペシャル 北斗杯への道,549,7.7,530
14话/1980/曲建方、靳夕、刘蕙仪、蔡渊澜、金芳玲/孙大衡,阿凡提的故事,14,阿凡提的故事,548,7.7,1047
12话/2017年9月8日,马男波杰克4,12,Bojack Horseman Season 4,547,7.9,94
2话/2005年8月26日/長岡康史/森岡浩之（ハヤカワ文庫刊）,星界的战旗III,2,星界の戦旗III,546,7.8,189
1话/2015年7月3日,小魔女学园 魔法游行,1,リトルウィッチアカデミア 魔法仕掛けのパレード,545,7.6,1794
1话/2017年10月14日/須藤友徳/奈須きのこ／TYPE-MOON,1,／,Fate/stay night [Heaven's Feel] I.presage flower,544,7.7,3517
26话/2006年4月3日/西村純二/小山田風狂子（會川昇）／篠吉祥、美原轟/西田亜沙子,西蒙,26,シムーン,583,7.7,343
52话/1974年1月6日/ヨハンナ・スピリの『アルプスの少女ハイジ』,阿尔卑斯山的少女,52,アルプスの少女ハイジ,582,7.8,120
25话/2002年10月1日,花田少年史,25,花田少年史,581,7.7,268
4话/2010年1月27日/岡村天斎/BONES・岡村天斎,DARKER THAN BLACK -黑之契约者- 外传,4,DARKER THAN BLACK -黒の契約者- 外伝,580,7.6,2546
12话/2018年7月8日/岸誠二/涼川りん（白泉社「ヤングアニマル」連載）/黒澤桂子,来玩游戏吧,12,あそびあそばせ,579,7.6,2275
51话/2015年4月6日,钻石王牌 第二季,51,ダイヤのA -SECOND SEASON-,578,7.7,357
39话/1980年5月8日/富野喜幸(富野由悠季)/矢立肇、富野喜幸(富野由悠季)/湖川友謙,传说巨神伊迪安,39,伝説巨神イデオン,577,7.8,157
51话/1987年4月6日/こだま兼嗣/北条司/神村幸子,城市猎人,51,シティーハンター,576,7.7,273
1话/2009年12月29日/らんてぃ,第四届东方M-1漫才大赛,1,第4回東方M-1ぐらんぷり,575,7.7,298
1话/1994年7月16日/高畑勲/高畑勲,平成狸合战,1,平成狸合戦ぽんぽこ,574,7.6,907
4话/2012年10月13日,宇宙战舰大和号2199 第三章「无尽的航海」,4,宇宙戦艦ヤマト2199 第三章「果てしなき航海」,573,7.8,150
1话/2017年9月27日/渡辺信一郎/村瀬修功,银翼杀手：2022大断电,1,ブレードランナー ブラックアウト 2022,572,7.7,839
1话/2005年8月20日/水島努/黄瀬和哉,×××HOLiC 仲夏夜之梦,1,劇場版×××HOLiC 真夏ノ夜ノ夢,571,7.6,1069
1话/2006年10月1日,飞跃巅峰！飞跃巅峰2！合体剧场版,1,トップをねらえ!&トップをねらえ2! 合体劇場版!!,570,7.7,236
4话/2013年4月13日,宇宙战舰大和号2199 第五章「望乡的银河间空间」,4,宇宙戦艦ヤマト2199 第五章「望郷の銀河間空間」,569,7.8,139
167话/2000年10月16日/池田成（1-44）、青木康直（45-）,犬夜叉,167,犬夜叉,568,7.6,2313
8话/1996年8月1日/福田己津央/矢立肇/久行宏和,高智能方程式：SAGA,8,新世紀GPXサイバーフォーミュラSAGA,607,7.7,292
1话/2001年5月27日/MichaëlDudokdeWit,父与女,1,Father and Daughter,606,7.7,205
24话/2008年10月2日/山内重保/竜の子プロダクション（タツノコプロ）,原罪的卡辛,24,キャシャーンSins,605,7.7,345
4话/1994年9月24日/古橋一浩/藤島康介,逮捕令 OVA,4,逮捕しちゃうぞ,604,7.7,178
51话/2013年4月6日/菱田正和/タカラトミーアーツ／シンソフィア/松浦麻衣,美妙旋律 Rainbow Live,51,プリティーリズム・レインボーライブ,603,7.8,107
1话/2014年7月23日/川面真也/あっと（月刊コミックアライブ連載/KADOKAWA刊）/大塚舞,悠哉日常大王 OAD,1,のんのんびより OAD,602,7.6,1270
12话/2012年10月8日/水島努/杉本功,少女与战车,12,ガールズ&パンツァー,601,7.6,3963
2话/2015年3月6日/畠山守（小俣真一）/雲田はるこ（講談社「ITAN」連載）/細居美恵子,昭和元禄落语心中 OAD,2,昭和元禄落語心中 与太郎放浪編,600,7.7,493
12话/1998年9月26日,银河英雄传说外传 千亿的星辰、千亿的光芒,12,銀河英雄伝説外伝 千僟の星、千僟の光,599,7.9,85
1话/2013-01-29/FrankMiller,蝙蝠侠：黑暗骑士归来（下）,1,"Batman: The Dark Knight Returns, Part 2",598,7.8,149
1话/1993-10-29/亨利·塞利克,圣诞夜惊魂,1,The Nightmare Before Christmas,597,7.7,277
1话/2010年1月23日/草川啓造/都築真紀/奥田泰弘,魔法少女奈叶 The MOVIE 1st,1,魔法少女リリカルなのは The MOVIE 1st,596,7.6,1232
13话/2004年9月11日/西村純二/荒川眞嗣,风人物语,13,風人物語,595,7.7,368
8话/1994年4月1日/福田己津央/矢立肇/吉松孝博,高智能方程式：ZERO,8,新世紀GPXサイバーフォーミュラZERO,594,7.7,316
1话/2012年11月17日/摩砂雪、前田真宏、鶴巻和哉/庵野秀明/貞本義行,福音战士新剧场版：Q,1,ヱヴァンゲリヲン新劇場版:Q,593,7.6,3852
1话/2016年10月18日/赤井俊文/PorterRobinson,避难所,1,SHELTER,592,7.6,1478
13话/1997-08-13,南方公园 第1季,13,South Park Season 1,631,7.7,226
26话/2003年10月2日/桜井弘明/野中英次/音地正行,魁！！库洛马迪高校,26,魁!!クロマティ高校,630,7.7,252
13话/2014-06-27,科拉传奇 第三季：易,13,The Legend of Korra Book 3: Change,629,7.8,110
11话/2009年10月15日/中村健治/奥田英朗『イン・ザ・プール』、『空中ブランコ』、『町長選挙』/橋本敬史,空中秋千,11,空中ブランコ,628,7.6,561
6话/1992年11月1日/福田己津央/矢立肇/吉松孝博,高智能方程式：Cyber Formula 11,6,新世紀GPXサイバーフォーミュラ11,627,7.7,299
1话/1960年/特伟、钱家骏、唐澄,小蝌蚪找妈妈,1,小蝌蚪找妈妈,626,7.6,567
1话/2016年9月23日/川面真也/あっと（月刊コミックアライブ連載/KADOKAWA刊）/大塚舞,悠哉日常大王 Repeat OAD,1,のんのんびより りぴーと OAD,625,7.6,807
13话/2008年1月5日/西村純二/La'cryma/関口可奈味,真实之泪,13,true tears,624,7.6,3990
1话/1989年3月11日/やまざきかずお/永野護,五星物语 剧场版,1,ファイブスター物語,623,7.6,418
20话/1999-05-01/StephenHillenburg,海绵宝宝第一季,20,SpongeBob SquarePants Season 1,622,7.6,649
12话/2012年4月14日,科拉传奇 第一季：气和,12,The Legend of Korra Book 1: Air,621,7.7,277
18话/1989年4月15日/芝山努/中嶋敦子,乱马1/2,18,らんま1/2,620,7.6,874
1话/2010-06-16(中国大陆)/2010-06-18(美国)/LeeUnkrich,玩具总动员3,1,Toy Story 3,619,7.6,739
1995年1月8日,樱桃小丸子,*,ちびまる子ちゃん,618,7.6,840
1话/2005年5月28日/富野由悠季/富野由悠季/安彦良和,机动战士Z高达 星之继承者,1,機動戦士Zガンダム -星を継ぐ者-,617,7.6,465
1话/2019年10月19日,电影 STAR☆TWINKLE 光之美少女 满怀想念的星之歌,1,映画 スター トゥインクルプリキュア 星のうたに想いをこめて,616,7.9,77
4话/2013年8月24日,宇宙战舰大和号2199 第七章「战舰继续前进」,4,宇宙戦艦ヤマト2199 第七章「そして艦は行く」,655,7.7,118
13话/2017年12月31日/三浦貴博・佐藤哲人/TAa／TYPE-MOON,卫宫家今天的饭,13,衛宮さんちの今日のごはん,654,7.6,2462
3话/2007年11月16日/多田俊介/CLAMP/菊地洋子,翼·年代记 东京默示录,3,ツバサ TOKYO REVELATIONS,653,7.6,827
13话/2010年4月4日/平池芳正/高津カリノ/足立慎吾,迷糊餐厅,13,WORKING!!,652,7.6,4284
12话/2016年4月9日/桜美かつし/石塚千尋「ふらいんぐうぃっち」（別冊少年マガジン/講談社）/安野将人,飞翔的魔女,12,ふらいんぐうぃっち,651,7.6,2341
13话/2000年4月14日/長岡康史/森岡浩之（ハヤカワ文庫刊）,星界的战旗,13,星界の戦旗,650,7.7,270
1话/2013年3月9日/安藤真裕/P.A.WORKS,花开伊吕波 HOME SWEET HOME,1,花咲くいろは HOME SWEET HOME,649,7.6,1994
25话/2009年4月5日/小野学/小林立/佐々木政勝,天才麻将少女,25,咲-Saki-,648,7.6,3624
10话/1990-09/顾汉昌、强小柏、查侃/郑渊洁,魔方大厦,10,魔方大厦,647,7.6,759
25话/2007年10月6日/水島精二/矢立肇、富野由悠季,机动战士高达00,25,機動戦士ガンダム00,646,7.6,3095
1话/2014年2月5日/出合小都美/緑川ゆき,夏目友人帐 曾几何时下雪之日,1,夏目友人帳 いつかゆきのひに,645,7.6,1011
13话/2014年1月4日/金澤洪充/氏家ト全（講談社週刊少年マガジン連載）,妄想学生会＊,13,生徒会役員共*,644,7.6,3883
23话/1971年10月24日/モンキー・パンチ,鲁邦三世 第一期,23,ルパン三世 1st シリーズ,643,7.7,144
11话/2006年1月12日,怪 ～ayakashi ～,11,怪 〜ayakashi〜,642,7.6,970
1话/2006年3月4日,机动战士Z高达III 星星的鼓动就是爱,1,機動戦士ZガンダムIII -星の鼓動は愛-,641,7.6,361
13话/2013年4月6日/水島努/久保保久（講談社「イブニング」連載）/谷口淳一郎,恶魔阿萨谢尔在召唤你Z,13,よんでますよ、アザゼルさん。Z,640,7.6,1955
39话/2015-11-02,探险活宝 第七季,39,Adventure Time season 7,679,7.9,55
104话/2008年3月31日,甜甜私房猫,104,チーズスイートホーム,678,7.6,784
22话/2008年10月15日,道子与哈金,22,ミチコとハッチン,677,7.6,735
12话/2011年7月4日/太田雅彦/なもり（一迅社「コミック百合姫」連載）/中島千明,摇曳百合,12,ゆるゆり,676,7.6,4326
26话/2011年4月3日/安藤真裕/P.A.WORKS,花开伊吕波,26,花咲くいろは,675,7.6,6858
25话/2020年1月10日/長井龍雪/鎌池和馬＋冬川基/田中雄一、副人物设定：萩原弘光、吉田優子,某科学的超电磁炮T,25,とある科学の超電磁砲T,674,7.6,1050
1话/2010年11月6日,壳中少女 压缩,1,マルドゥック・スクランブル 圧縮,673,7.6,1368
52话/1994年10月16日/アミノテツロー/河森正治/桂憲一郎,超时空要塞7,52,マクロス7,672,7.6,483
1话/2014-09-06(多伦多电影节)/2014-12-10(法国)/2016-08-12（中国大陆）/TommMoore,海洋之歌,1,Song of the Sea,671,7.6,396
4话/2013年6月15日,宇宙战舰大和号2199 第六章「到达！大麦哲伦」,4,宇宙戦艦ヤマト2199 第六章「到達!大マゼラン」,670,7.7,131
1话/2008年12月29日,第三届东方M-1漫才大赛,1,第3回東方M-1ぐらんぷり,669,7.7,160
1话/2011年9月17日/緑川ゆき,萤火之森,1,蛍火の杜へ,668,7.6,3982
11话/2016年10月13日/三浦しをん,编舟记,11,舟を編む,667,7.6,1686
51话/1996年10月5日/わたなべひろし(～30話)、西村純二(31話～)/藤島康介（讲谈社刊“パーティーKC”所载）/中嶋敦子,逮捕令,51,逮捕しちゃうぞ,666,7.6,763
1话/2009年5月24日/石原立也/Key/VisualArt's/池田和美,CLANNAD ～AFTER STORY～另一个世界 杏篇,1,CLANNAD ～AFTER STORY～もうひとつの世界 杏編,665,7.6,2915
1话/2011年12月30日,第六届东方M-1漫才大赛,1,第6回東方M-1ぐらんぷり,664,7.7,180
13话/2013年10月5日/山川吉樹/Key/飯塚晴子,Little Busters! 〜Refrain〜,13,リトルバスターズ! 〜Refrain〜,704,7.5,1899
26话/2010年10月11日,探险活宝 第二季,26,Adventure Time season 2,703,7.7,101
1话/2016年9月3日/津田尚克/「planetarian～ちいさなほしのゆめ～」(Key)/竹知仁美,星之梦～星之人～,1,planetarian～星の人～,702,7.6,1287
13话/2020年1月23日,BanG Dream! 第三季,13,BanG Dream! 3rd Season,701,7.6,345
1话/2012-11-02(美国)/2012-11-06(中国大陆),无敌破坏王,1,Wreck-It Ralph,700,7.6,723
13话/2020年1月5日/あおきえい/TheDetectivesUnited/碇谷敦,ID:INVADED,13,ID:INVADED イド：インヴェイデッド,699,7.6,3548
12话/2012年4月12日/渡辺信一郎/小玉ユキ,坂道上的阿波罗,12,坂道のアポロン,697,7.5,2273
24话/2010年9月10日/ボブ白旗/日丸屋秀和/河南正昭,黑塔利亚 第4期,24,ヘタリア World Series 第4期,696,7.6,917
1话/1991年7月20日/高畑勲/岡本螢、刀根夕子,岁月的童话,1,おもひでぽろぽろ,695,7.6,799
75话/2013年10月6日,钻石王牌,75,ダイヤのA,694,7.6,683
26话/2009年10月3日/青木康直,犬夜叉 完结篇,26,犬夜叉 完結編,692,7.5,1419
"26话/2011-01-07/GregWeisman,BrandonVietti",少年正义联盟 第一季,26,Young Justice Season 1,691,7.8,93
12话/2014年7月24日,红白黑黄 第二季,12,RWBY Volume 2,690,7.6,1283
12话/2017年10月7日/高柳滋仁/内藤泰弘(集英社ジャンプコミックス刊)/川元利浩,血界战线 & BEYOND,12,血界戦線 & BEYOND,689,7.6,2401
89话/1999年12月24日(网络版)；2006年11月25日(TV版)/RhodeMontijo、KennNavarro,欢乐树伙伴,89集(网络版)；13集(TV版),Happy Tree Friends,728,7.6,606
26话/1974年10月6日/松本零士/岡迫亘弘,宇宙战舰大和号,26,宇宙戦艦ヤマト,727,7.7,124
1话/1983年8月20日,Daicon4 开幕动画,1,DAICON IV OPENING ANIMATION,726,7.6,189
1话/2016年2月20日/中村章子/中村明日美子,同级生,1,同級生,725,7.6,588
13话/2016年7月1日/小坂知/夜宵草（comico）,13,2016年7月1日,ReLIFE,724,7.5,2773
3话/2012年4月25日/金澤洪充/氏家ト全（講談社週刊少年マガジン連載）,妄想学生会 OVA,3,生徒会役員共 OVA,723,7.5,1883
1话/2014年11月15日/水島精二/ニトロプラス、東映アニメーション/齋藤将嗣,乐园追放 -Expelled From Paradise-,1,楽園追放 -Expelled From Paradise-,722,7.5,3155
4话/2015年12月25日/松尾衡/矢立肇、富野由悠季、太田垣康男（漫画）,机动战士高达 雷霆宙域,4,機動戦士ガンダム サンダーボルト,721,7.6,821
4话/2012年6月30日,宇宙战舰大和号2199 第二章「死战太阳系」,4,宇宙戦艦ヤマト2199 第二章「太陽圏の死闘」,720,7.6,156
13话/2007年10月8日/富岡聡/富岡聡、宮崎あぐり/宮崎あぐり,监狱兔 第二季,13,Usavich Season 2,719,7.6,674
14话/2006-03-26,南方公园 第10季,14,South Park Season 10,718,7.7,103
1话/石立太一/「ヴァイオレット・エヴァーガーデン」暁佳奈（KAエスマ文庫/京都アニメーション）/高瀬亜貴子,剧场版 紫罗兰永恒花园,1,劇場版 ヴァイオレット・エヴァーガーデン,717,7.8,76
17话/1999年4月7日,南方公园 第3季,17,South Park Season 3,716,7.7,107
24话/2019年4月6日/渡部穏寛/あだち充「MIX」（小学館「ゲッサン」）/牧孝雄,MIX：明青故事,24,MIX MEISEI STORY,715,7.6,460
14话/2007年9月13日/铃木行/太田垣康男,月光旅程 -Touch down-,14,Moonlight Mile -Touch down-,714,7.6,171
12话/2007年1月11日/上坪亮樹（チーフディレクター）/蒼樹うめ/伊藤良明,向阳素描,12,ひだまりスケッチ,713,7.5,960
14话/2005-03-09,南方公园 第9季,14,South Park Season 9,752,7.7,94
4话/2014年5月16日/橋本みつお/しげの秀一,头文字D Final Stage,4,頭文字D Final Stage,751,7.6,470
13话/2010年7月3日/金澤洪充/氏家ト全（講談社週刊少年マガジン連載）/古田誠,妄想学生会,13,生徒会役員共,750,7.5,5084
1话/2019年5月24日/今石洋之/TRIGGER・中島かずき,Promare,1,プロメア,749,7.5,1408
26话/2015-07-27,咱们裸熊,26,We Bare Bears,748,7.6,407
1话/2017年10月28日/木上益治,巴加的工作室,1,バジャのスタジオ,747,7.5,526
11话/2016年10月4日/出合小都美/緑川ゆき／月刊LaLa（白泉社）連載,夏目友人帐 伍,11,夏目友人帳 伍,746,7.5,1424
13话/2010年4月2日/岸誠二/麻枝准/平田雄三,13,2010年4月2日,Angel Beats!,745,7.5,9825
24话/2014年7月9日/山本裕介/しろ/松尾祐輔,向山进发 第二季,24,ヤマノススメ セカンドシーズン,744,7.5,1198
24话/2009年10月2日/長井龍雪/鎌池和馬＋冬川基（電撃コミックス／アスキー・メディアワークス刊）/田中雄一,某科学的超电磁炮,24,とある科学の超電磁砲,743,7.5,8929
49话/1983年2月5日/富野由悠季/矢立肇、富野由悠季/湖川友謙,圣战士登拜因,49,聖戦士ダンバイン,742,7.7,103
1话/2014年8月9日/渡辺歩/小山宙哉（講談社「モーニング」連載）,宇宙兄弟#0,1,宇宙兄弟#0,741,7.8,64
25话/2009年2月14日/武本康弘/谷川流・いとうのいぢ・ぷよ/西屋太志,凉宫春日酱的忧郁,25,涼宮ハルヒちゃんの憂鬱,740,7.5,3056
26话/2019年4月6日/外崎春雄/吾峠呼世晴（集英社「週刊少年ジャンプ」連載）/松島晃,鬼灭之刃,26,鬼滅の刃,739,7.5,3900
52话/2012年1月8日/樹るう,嘟嘟猫观察日记,52,ポヨポヨ観察日記,738,7.6,700
1话/1996年12月14日,贤治之春,1,イーハトーブ幻想〜KENjIの春,737,7.6,146
1话/2001年4月21日/こだま兼嗣/青山剛昌/須藤昌朋,名侦探柯南 通往天国的倒数计时,1,名探偵コナン 天国へのカウントダウン,776,7.5,2413
26话/2004年7月4日/XEBEC/平井久司,苍穹之法芙娜,26,蒼穹のファフナー,775,7.5,1180
1话/2014年4月19日/高橋渉,蜡笔小新 决一胜负！逆袭的机器人爸爸,1,クレヨンしんちゃん ガチンコ！逆襲のロボとーちゃん,774,7.6,192
12话/2014年3月20日/李智勇,功夫兔与菜包狗,12,功夫兔与菜包狗 第一季,773,7.6,167
18话/1998-04-01,南方公园 第2季,18,South Park Season 2,772,7.7,112
3话/2001年5月23日/舛成孝二/倉田英之（集英社｢ウルトラジャンプコミックス｣刊）/石浜真史,读或死 OVA,3,R.O.D -READ OR DIE-,771,7.5,741
13话/2016年4月2日/「ニンジャスレイヤー」（発行元：株式会社KADOKAWA）/稲戸せれれ、信じろ,忍者杀手 特别编辑版,13,ニンジャスレイヤー フロムアニメイシヨン （スペシャル・エディシヨン）,770,7.5,446
1话/1981年7月11日,机动战士高达 剧场版II 哀・战士,1,機動戦士ガンダムII 哀・戦士編,769,7.6,297
1话/2018年10月27日,HUGtto！光之美少女♡两人是光之美少女 All Stars Memories,1,映画 HUGっと！プリキュア♡ふたりはプリキュア オールスターズメモリーズ,768,7.7,105
13话/2015年10月4日/水島精二/BONES・會川昇/伊藤嘉之,Concrete Revolutio 超人幻想,13,コンクリート・レボルティオ～超人幻想～,767,7.5,1907
1话/1997年3月15日/ウィーダ（ルイス・ド・ラ・ラメー）,佛兰德斯的狗,1,劇場版 フランダースの犬,766,7.6,125
1话/2011年3月5日,哆啦A梦：新大雄与铁人兵团,1,ドラえもん 新・のび太と鉄人兵団 ～はばたけ 天使たち～,765,7.6,370
11话/2017年4月11日/緑川ゆき／月刊LaLa（白泉社）連載,夏目友人帐 陆,11,夏目友人帳 陸,764,7.5,1109
3话/2013年5月26日,幻想万华镜 红雾异变之章,3,幻想万華鏡 紅霧異変の章 ～『東方紅魔郷』より～,763,7.5,890
74话/1994年1月7日/辻初樹/彩花みん/渡辺はじめ,小红帽恰恰,74,赤ずきんチャチャ,762,7.6,119
12话/2017年7月11日/藤原佳幸/得能正太郎/菊池愛,12,2017年7月11日,NEW GAME!!,761,7.5,3055
6话/2012年4月3日,男子高中生的日常 特典,6,男子高校生の日常 特典映像,800,7.5,1108
1话/1986年3月15日,大雄与铁人兵团,1,ドラえもん のび太と鉄人兵団,799,7.6,269
52话/1997年4月27日/案納正美/小川悦司/岸義之、二宮常雄,中华小当家,52,中華一番!,798,7.5,2470
13话/2015年4月2日,我的青春恋爱物语果然有问题 续,13,やはり俺の青春ラブコメはまちがっている。続,797,7.5,5548
4话/2019年11月29日/多田俊介/田中芳樹,银河英雄传说 Die Neue These 星乱 第3章,4,銀河英雄伝説 Die Neue These 星乱 第3章,796,7.6,352
45话/1988年4月15日/井内秀治/矢立肇/芦田豊雄,魔神英雄传,45,魔神英雄伝ワタル,795,7.5,1230
26话/2006年4月6日/下田正美/矢立肇・伊東岳彦/山下明彦,ZEGAPAIN,26,ゼーガペイン,794,7.5,389
98话/2009年4月5日,龙珠改,98,ドラゴンボール改,793,7.5,680
1话/1980/林文肖,1,方澎年、,雪孩子,792,7.5,497
1话/2013年8月12日/上海アリス幻樂団(ZUN),第一届东方M-1漫才大赛 重制版,1,第1回東方M-1ぐらんぷりR,791,7.7,82
1话/2016年10月29日,魔法使光之美少女 奇迹的变身！Cure Mofurun！,1,映画 魔法つかいプリキュア! 奇跡の変身！キュアモフルン！,790,7.6,116
2话/2007年10月18日/飯村正之（第1话）/蒼樹うめ/伊藤良明,向阳素描 特别篇,2,ひだまりスケッチ 特別編,789,7.5,405
1话/2012年12月30日C83,第七届东方M-1漫才大赛,1,第7回東方M-1ぐらんぷり,788,7.6,163
1话/2007年3月10日,哆啦A梦07剧场版：大雄的新魔界大冒险之7个魔法师,1,ドラえもん のび太の新魔界大冒険 ～7人の魔法使い～,787,7.6,321
26话/2009年1月26日/ボブ白旗/日丸屋秀和/河南正昭,黑塔利亚,26,ヘタリア Axis Powers,786,7.5,2279
14话/2001-06-20,南方公园 第5季,14,South Park Season 5,785,7.7,96
