,chinese_name,director,episode,movie_name,movie_time,ranking,score,score_num,summary,tv_time,week,month,day,year
1323,蔷薇少女,松尾衡,2,ローゼンメイデン・オーベルテューレ,,1350.0,7.3,1066.0,《薔薇少女～序曲～》作为TV动画的特別篇于2006年12月22、23日深夜播出，主角是水銀燈和真红，介绍两人从最初相遇到反目成仇的过程。共前、後兩篇。,12/22/2006,,12,22,2006
1324,小小雪精灵,木村真一郎,24,ちっちゃな雪使いシュガー,,1351.0,7.3,125.0,《小小雪精灵》是一部童话式的动画作品，它的主要情节发生在一个叫做穆伦堡的小镇上。11岁的莎佳是一个很有计划的女孩，她和祖母住在一起，课余时间为小镇上的咖啡馆打工。有一天，莎佳捡到了见习雪精灵糖糖。糖糖从此与莎佳居住在一起。,10/3/2001,星期二,10,3,2001
1325,人生,三浦阳,1,人生ベストテン,,1352.0,7.3,419.0,年届四十的鸠子目前供职于某化妆品策划开发部门，并在该部门担任课长助理。单身一人的她在每个孤独的夜晚都会喝上一杯兑了水的烈酒，然后醉醺醺地躺在床上回忆过往人生的“BestTen”，比如祖母去世、离家出走、初次海外旅行、考上大学、第一次和男生交往、和男友分手，都令她想入非非，却又惆怅满怀。纵然毕业于名校东大，可是似乎却离高中时代所设想的美满人生越来越远。就在此时，她收到同学会的邀请，初恋男友的名字让她心头一动……,3/17/2013,,3,17,2013
1326,哆啦,芝山努,1,ドラえもん のび太とふしぎ風使い,3/8/2003,1353.0,7.3,260.0,风子在偶然的机会下认识了大雄，并被大雄收留成为好朋友。大雄、多啦A梦和带风子无意间闯进了风之村，这里的人都是利用风从事所有的事情。此时，被封印已久善于利用风做坏事的邪恶岚族的族长乌岚达被唤醒过来，竟然想利用怪物玛风雅征服世界，可爱的风子竟然是怪物玛风雅的一部份，为了拯救世界及风子，大雄及多啦A梦将要一起经历一个不可思议的旅程。,,,,,
1327,浪客剑心,古桥一浩,2,るろうに剣心 -明治剣客浪漫譚- 星霜編,,1354.0,7.3,502.0,*此篇乃是制作动画小组自行产出的剧情，并非原作者和月的构想。,,,,,
1328,变形金刚,,65,Transformers:Prime,,1355.0,7.3,72.0,"“RolloutwithOptimusPrime,Bumblebee,Arcee,Ratchet,Bulkhead,andtherestoftheheroicAutobotsastheybattletheevilDecepticons.NowthatbigbadMegatronhasreturnedwithamysteriousanddangerouselement,TeamPrimemustprepareforanepicbattle.Butthat'snotsoeasywhentheyhavetoguardoverJack,Miko,andRaf--threenormalkidswho?veaccidentallydiscoveredtheAutobots.AsTeamPrimeworkstodefendEarthfromdestruction,thedramagetsjustasintenseastheheavymetalaction.”——引用官网",11/26/2010,星期五,11,26,2010
1329,头文字,桥本光夫,14,頭文字D Fifth Stage,,1356.0,7.3,518.0,原作は1995年より「週刊ヤングマガジン」(作者：しげの秀一）で連載中の大ヒット漫画。,11/9/2012,星期五,11,9,2012
1330,牵牛花与加濑同学,佐藤卓哉,1,あさがおと加瀬さん。,6/9/2018,1357.0,7.3,889.0,「ピュアでまっすぐな少女たちの、恋と青春の輝きだけを詰め込んだ物語」,,,,,
1331,南家三姐妹,及川启,13,みなみけ おかえり,,1358.0,7.3,2191.0,日本蠢蛋代表的二女夏奈。,1/4/2009,星期日,1,4,2009
1332,我们这一家,大地丙太郎,330,あたしンち,,1359.0,7.3,104.0,《我们这一家》（あたしンち；ATASHIn'CHI）是以日本漫画家EikoKera（けらえいこ）为原创的动漫作品。原文名是“私の家”（あたしのうち，意即“我的家”）的口语化及女性说法。,4/19/2002,星期五,4,19,2002
1333,年哆啦,米谷良知,1,2112年 ドラえもん誕生,3/4/1995,1360.0,7.3,81.0,1969年11月，漫画家藤子不二雄（当时尚未与藤子不二雄Ⓐ分家）正在为在新年连载的漫画想不出点子而苦恼……,,,,,
1334,回忆中的玛妮,米林宏昌,1,思い出のマーニー,7/19/2014,1361.0,7.3,451.0,海边村庄的老夫妇收养了一个内向的女主人公安娜。少女安娜内心封闭，终日在村中孤独的生活。某一天安娜遇到了神秘少女玛妮，并与她成为了好朋友。然而村中除了安娜，谁都不知道玛妮的存在。,,,,,
1335,剧场版,河森正治,1,劇場版 マクロスF 恋離飛翼 〜サヨナラノツバサ〜,2/26/2011,1363.0,7.3,1076.0,人気ＳＦアクション“マクロス”シリーズの１本で2008年に放映されたTVアニメ「マクロスＦ（フロンティア）」の劇場版２部作の完結編。西暦2059年。未知なる重機甲生命体“バジュラ”の襲撃を受けた銀河移民船団“マクロス・フロンティア”だったが、大きな犠牲を払いながらも、なんとかその撃退に成功する。,,,,,
1336,圣哥传,高雄统子,1,聖☆おにいさん,5/10/2013,1364.0,7.3,638.0,本作叙述二大宗教佛教与基督教的创始者——佛祖和耶稣，两人在度过世纪末后到人间度假，在东京一起租了间公寓过生活的故事。剧情大多围绕在二人与现代社会的互动以及各种取材自佛教与基督教的题材元素上。,,,,,
1337,星舰驾驶员,渡部高志,13,スターシップ・オペレーターズ,,1365.0,7.3,189.0,公元2300年，位于海里埃塔星域的军事王国对行星国家吉比宣战，由于实力差距悬殊，很快王国军队便得到了全面的胜利。但是，吉比的防卫大学士官候补生们接替下已投降政府未完成的使命，以有限的资金购买了宇宙战舰，并从此开始与王国展开了漫长的孤军奋战。为了得到购买战舰的费用和运转资金，候补生们与银河网络电视签约，将宇宙空间中的战斗向全世界进行实况转播。这种前所未有的电视节目引起了极大的轰动，候补生们一边与不断来犯的宇宙海盗作战，一边向着无法后退的战斗前进……,1/5/2005,星期三,1,5,2005
1338,怪老头儿,胡兆洪,4,怪老头儿,,1366.0,7.3,62.0,国产cult片，与《魔方大厦》齐名。,,,,,
1339,境界线上的地平线,小野学,1,境界線上のホライゾン Blu-ray BOX 特典アニメーション,,1367.0,7.3,99.0,,,,,,
1340,烤焦面包,小原秀一,10,こげぱん,,1368.0,7.3,87.0,烤焦面包是由一位名为TakahashiMiki的日本人在1999年6月5号所设计发行出来的卡通图案名为【Kogepan】，这各图案设计了不少的商品，但文具就占了大多数。,11/5/2001,,11,5,2001
1341,灼眼的夏娜,渡部高志,24,灼眼のシャナ,,1369.0,7.3,4829.0,某一天在平凡的高中生坂井悠二的身旁，出现了一位名叫“炎发灼眼的追踪者”夏娜的少女，她告诉悠二，说他的生命马上就要结束了——原来在这个世界之外，还有另一个被称作“红世”的世界，那里的人们为了实现他们的野心，将人类身上的世界本源之力“存在之力”陆续夺走。悠二就受害者之一。红世之徒将“存在”夺走之后，为了缓和现实中产生的扭曲，还会留下“Torch（烛火）”作为代替。然后随着时间的推移，“Torch（烛火）”也终将从人们的记忆中淡去。修二的命运究竟会怎样呢？,10/5/2005,,10,5,2005
1342,糖果男孩,星川孝文,1,Candy☆Boy,,1370.0,7.3,329.0,《Candy☆Boy》是由ANIMEINTERNATIONALCOMPANY于2007年11月22日出版的原创网络动画。该网络短片在NICONICO动画网络影像服务和Cho!animelo影音网站发行。在2007年12月5日，Candy☆Boy随韩国艺人Meilin的Candy☆BoyDVD光碟限量发行。,11/22/2007,,11,22,2007
1343,我的女神,合田浩章,24,ああっ女神さまっ それぞれの翼,,1371.0,7.3,335.0,恐怖大王的威胁消除了，本院寺有恢复了平凡的日常生活。,4/6/2006,星期四,4,6,2006
1344,装甲骑兵,高桥良辅,1,装甲騎兵ボトムズ ザ・ラストレッドショルダー,,1372.0,7.3,93.0,1985年8月21日発売のOVA作品。時間軸的にはウド編とクメン編の間に入るエピソード。1986年8月2日に劇場公開もされた。本作品は第3回日本アニメ大賞OVA最優秀賞を受賞している。,,,,,
1345,卑鄙的我,,1,Despicable Me,,1373.0,7.3,1021.0,《卑鄙的我》（英语：DespicableMe），2010年喜剧3D动画片，由环球影业及Illumination娱乐公司制作，首部两家合作的电脑动画电影。讲述神偷格鲁计划利用三个孤儿女作为他伟大偷月计划的旗子，直到发现她们天真的爱深刻地改变他。,,,,,
1346,强袭魔女,高村和宏,12,ストライクウィッチーズ2,,1374.0,7.3,1300.0,我々の世界とよく似ているが、魔法力が存在する世界。,7/7/2010,星期三,7,7,2010
1347, ,难波日登志,24,GOSICK -ゴシック-,,1375.0,7.2,4777.0,由直木赏作家樱庭一树所著、武田日向担当插画的侦探类轻小说作品「GOSICK」，故事主要讲述了就读于拥有悠久庄严历史的圣玛格丽特学园的少年久城一弥某天与在学园图书馆塔上方的房间内一位身穿华丽服饰如洋娃娃般的少女维多利加相遇，之后两人便遭遇到了种种离奇事件，种种难题正等着洞察力灵敏的维多利加与一弥。,1/7/2011,,1,7,2011
1348,银魂剧场版,藤田阳一,1,劇場版 銀魂 〜白夜叉降誕〜 予告篇,9/21/2008,1376.0,7.3,123.0,ジャンプスーパーアニメツアー2008で上映された特別編。上映時間約10分。攘夷志士時代のエピソードを予告編風に映像化したもので、白夜叉降誕の来春公開および同時上映が『真選組上京編』とウソ告知もされていた。キャッチコピーは「そして修羅は生まれた。」。エリザベスの3Dメガネ付き特別鑑賞券好評発売未定中。,,,,,
1349,三眼神童,植田秀仁,48,三つ目がとおる,,1377.0,7.3,322.0,額にある三つめの目が絆創膏で隠されているときは幼児のように無邪気な男の子。けれど、絆創膏が外されると古代文明を築いた三つ目族のパワーが宿った悪魔的な超人に変身する。そんな少年、写楽が活躍するテレビシリーズです。しかし原作ではかなり高度な古代文明に対する手塚治虫流の考察が盛り込まれ、写楽のパートナーとなる和登さんのお色気シーンもふんだんに描かれていましたが、テレビ版では低年齢の視聴者への配慮からどちらの要素も抑えられました。手塚治虫の没後に企画されたはじめての手塚マンガのアニメ化作品です。,10/18/1990,,10,18,1990
1350,超时空要塞,网野哲郎,1,マクロス7 銀河がオレを呼んでいる!,10/7/1995,1378.0,7.3,205.0,巴洛达战役期间，在MACROSS7舰内进行的SOUNDFORCE试验中，巴萨那根据植物和花的反应，发现有另外的奇异歌声传来，引起了他的好奇心。于是巴萨那一个人驾驶着VF-19P前往那个有着奇异歌声的边界惑星.......,,,,,
1351,铁臂阿童木,小中和哉,50,ASTRO BOY 鉄腕アトム,,1379.0,7.3,344.0,富士电视台在2003年第三次重绘本劇《铁臂阿童木》，由手塚制作公司(手塚プロダクション)制作，命名为《自动机器人‧铁臂阿童木》（《アストロボーイ‧鉄腕アトム》），日本在2003年4月6日開播，至2004年3月28日止，第三版播出了50集。香港的無綫電視翡翠台從2004年初開始播放第三版。中國中央電視台於2004年12月28日至2005年2月13日期間在其中國中央電視台少兒頻道播出了49集。,4/6/2003,,4,6,2003
1352,鸭子生活,朱庭卓,40,ぢべたぐらし あひるの生活,,1380.0,7.3,285.0,YukaMatsuda创作的动物漫画《鸭子生活》（ぢべたぐらしあひるの生活）宣布TV动画化，并将从4月7日开始，在NHKBS电视台面向3~6岁小朋友的教育节目《和爸爸一起》（おとうさんといっしょ）内开播，播出时间为每周日早8：00。,4/7/2013,星期日,4,7,2013
1353,来自深渊,小岛正幸,1,劇場版総集編メイドインアビス【前編】旅立ちの夜明け,1/4/2019,1381.0,7.3,57.0,つくしあきひとのコミックを原作にしたアニメの総集編の前編。秘境の大穴がある街を舞台に、探窟家を目指す少女と少年の姿をしたロボットを中心にした物語が始まる。アニメーション制作を『交響詩篇エウレカセブンポケットが虹でいっぱい』などのキネマシトラスが担当し、監督をアニメ「おしりかじり虫」シリーズなどの小島正幸が務める。ボイスキャストには富田美憂、伊瀬茉莉也らが名を連ねる。,,,,,
1354,现视研,水岛努,1,げんしけん 二代目 OAD,,1382.0,7.3,372.0,原作:木尾士目(講談社「アフタヌーン」連載),,,,,
1355,今天的五年二班,则座诚,4,今日の5の2 OVA,,1383.0,7.3,692.0,《今天的五年二班》是一連串發生在某小學五年二班的小故事，連載於日本很受歡迎的《週刊YoungMagazine》的別冊內。故事以小時作單元，對應於日本一般學校一小時一個教節，內容主要是圍繞正處於青春期的高小男生女生之間的故事描述，以及他們各自對性的憧憬。故事的主人公叫佐藤龍太（佐藤リョータ），他在學校裡都經常發生一些帶點兒H的小故事。,,,,,
1356,只有神知道的世界,高柳滋仁,12,神のみぞ知るセカイ,,1384.0,7.2,4663.0,舞岛学园的桂木桂马是个喜欢玩恋爱模拟游戏——也就是Galgame——的高中生。他有着无论怎样的女性（限定Galgame中的二次元可攻略角色）都能攻略的技巧，在游戏界中被称为“攻陷之神”；而他本人也比谁都深爱着这些二次元美少女们。,10/6/2010, ,10,6,2010
1357,雨之城,石田佑康,1,rain town,,1385.0,7.3,450.0,その街はいつからか雨がやまなくなって,3/10/2011,,3,10,2011
1358,夜樱四重奏,泽良辅,13,夜桜四重奏 〜ハナノウタ〜,,1386.0,7.3,860.0,"故事以樱新町为舞台，当樱新町连续在夜晚发生奇怪事件，在这个樱花林立的地方，因为得到非人类力量者的数量增加，令混沌程度越来越严重,挺身面对他们的是“比泉生活协商事务所”所有成员，新感觉的感人动作故事，就此展开……",10/6/2013,,10,6,2013
1359,铁马少年,加户誉夫,26,Over Drive,,1387.0,7.3,148.0,主角筱崎命是个典型的的出气包角色，并且一点长处都没有，但是在女主角深泽由纪的游说下加入了自行车部，从此便改变了他的一生，誓言参加自行车界的重大赛事-环法自行车大赛，并以夺冠为目标。,4/3/2007,,4,3,2007
1360,神偷卡门,,40,Where on Earth Is Carmen Sandiego,,1388.0,7.3,88.0,《神偷卡门》（英文：WhereonearthisCarmenSandiego?）是1994年由美国迪克动画制作的一部40集的动画片。曾于中国大陆的《小神龙俱乐部》电视栏目播放过。本片曾获得格莱美最佳动画剧作奖。,2/5/1994,,2,5,1994
1361,未来都市,长崎健司,11,NO.6,,1389.0,7.2,3471.0,NO.6为あさのあつこ（浅野敦子）原作的近未来科幻轻小说，时间设定在2013年，NO.6是没有犯罪、没有灾害，也没有疾病的未来理想都市，在这里，只要是天赋杰出的人，就能拥有最佳的教育环境和生活；而少年紫苑，也是备受政府保护的菁英之一。,7/7/2011,星期四,7,7,2011
1362,火影忍者,山下宏幸,1,BORUTO -NARUTO THE MOVIE-,8/7/2015,1390.0,7.2,1102.0,经历漫长的战争之后便是极速成长的新时代。为准备中忍考试，佐助的女儿宇智波佐良娜，优秀下忍三月，以及漩涡博人三人，在村子里的练习场进行着各种练习修行。,,,,,
1363,怪盗,寺本幸代,13,怪盗ジョーカー シーズン2,,1391.0,7.3,78.0,,4/6/2015,星期一,4,6,2015
1364,四月是你的谎言,石黑恭平,1,四月は君の嘘 OAD,,1392.0,7.2,937.0,漫画单行本第11卷（最终卷）限定版同捆OAD。,,,,,
1365,兽之奏者艾琳,滨名孝行,50,獣の奏者エリン,,1393.0,7.3,172.0,简介转自网络，来源不可考,1/11/2009,星期六,1,11,2009
1366,宣告黎明的露之歌,汤浅政明,1,夜明け告げるルーのうた,5/19/2017,1394.0,7.3,1008.0,住在寂静的渔港小镇日无町的初中少年海，与父亲以及在做阳伞师傅的祖父三人一起生活。他原本住在东京，但随着双亲的离婚而移居到了父母的故乡日无町。无法说出对于父母的复杂心思，海就这么怀着郁闷的心情，在学校也十分地消极。他唯一的生活寄托，就是将自己作曲的音乐上传到网络上。,,,,,
1367,剧场版,盐谷直义,1,劇場版 PSYCHO-PASS サイコパス,1/9/2015,1395.0,7.2,1800.0,世界向禁断的和平（系统）伸出了手。,,,,,
1368,艺术科美术设计班,樱井弘明,12,GA 芸術科アートデザインクラス,,1396.0,7.3,647.0,以某高中美术班「GA」的一年级学生当中充满个性的五个女学生为中心，描写她们点缀著各种美术知识的上课情况以及环绕著她们的热闹学校生活。,7/6/2009,,7,6,2009
1369,寒蝉鸣泣之时,川濑敏文,5,ひぐらしのなく頃に礼,,1397.0,7.3,2245.0,OVA第1卷收录的是《羞晒し编》。,,,,,
1370,黄金神威,难波日登志,12,ゴールデンカムイ,,1398.0,7.3,935.0,为了实现日俄战争中死去好友寅次，临死之前「治好我妻子眼睛」的愿望，军人杉元为了筹集到金钱而从东京前往北海道，因为传说在北海道土著阿依努族中有大批金块存在，而在旅途中杉元结识了土著阿依努人女孩阿希莉。,4/9/2018,星期一,4,9,2018
1371,京骚戏画,松本理惠,5,京騒戯画,,1399.0,7.3,917.0,本作是由老牌巨头动画公司东映企划的项目。监督启用了制作过2010年《FRESH光之美少女》剧场动画，并且凭借此片出道的新锐监督松本理恵。故事以时间停止的京都为舞台，这个世界是人类与妖怪并存的世界。伴随着现实总数与负熵的崩溃，3大势力围绕着寻找“黑兔”展开了故事。,8/31/2012,,8,31,2012
1372,军火女王,元永庆太郎,12,ヨルムンガンド PERFECT ORDER,,1400.0,7.2,2024.0,高橋慶太郎が描く武器商人ココと少年兵ヨナの物語『ヨルムンガンド』を原作とするテレビアニメシリーズの第二期であり完結編。第一期と同じスタッフ・キャストが見せる結末とは？,10/9/2012,,10,9,2012
1373,天地无用,八谷贤一,7,天地無用! 魎皇鬼 第三期,,1401.0,7.3,61.0,シリーズの基礎となる最初に製作されたOVAシリーズ。第三期は2003年-2005年に製作された。VAP・日本テレビに移籍後に制作された。全6巻+1巻。,,,,,
1374,竹刀少女,斋藤久,26,バンブーブレード -BAMBOO BLADE-,,1402.0,7.2,1015.0,本故事設定在日本當代，以室江高中劍道部作為舞台，刻畫了一群性格鮮明，熱愛劍道運動的高中生形象。為經濟狀況所困，對工作毫不熱心劍道部顧問石田虎侍為了贏得和舊友的打賭，而開始東奔西走召集5人的女子劍道隊伍，而擁有絕對實力的一年級生川添珠姫和其他新成員的加入給本來不景氣的劍道部帶來的新的希望，所有的成員都以全國大賽為目標展開了刻苦的訓練，並開始迎接一場場挑戰。,10/1/2007,星期一,10,1,2007
1375,秀逗魔导士,渡边浩,3,スレイヤーズすぺしゃる,,1403.0,7.3,126.0,スタッフ,,,,,
1376,青之驱魔师,冈村天斋,25,青の祓魔師,,1404.0,7.2,4933.0,青之驱魔师所写的世界由两个空间组成，并像镜般连为一体。人类居住的物质界为本作舞台，另外还有恶魔居住的虚无界。平常基本上无法接触或穿梭于两界之间。可是恶魔能凭依于相当的物质从而进入人类的世界。撒旦乃众魔之神，为了从人间捡回一个能抑制他的箱子，而诞下了奥村磷——他跟一人界女子的儿子。可是撒旦的密谋未能得到到磷的认同。及后撒旦更杀掉了磷的监护人养父，并要带磷返去虚无界。这使磷开始了驱魔师之旅，就为了打败他的生父撒旦。,4/17/2011, ,4,17,2011
1377,犬夜叉,筱原俊哉,1,犬夜叉 天下覇道の剣,12/20/2003,1405.0,7.2,620.0,并称为“天下霸道三剑”的天生牙、丛云牙和铁碎牙分管天、地、人三界，当年全部为犬夜叉的父亲斗牙王所拥有。斗牙王与人类公主十六夜相恋，生下犬夜叉，此举惹来暗恋十六夜的武将刹那猛丸的嫉妒。身负重伤的斗牙王用天生牙救活被猛丸杀死的爱人，随即与猛丸展开决战。恶战之后，斗牙王生命将终，他命冥加将天生牙和铁碎牙分别赐予杀生丸和犬夜叉，而拥有邪恶强大力量的丛云牙则被永久封印。,,,,,
1378,名侦探柯南,儿玉兼嗣,1,名探偵コナン 世紀末の魔術師,4/17/1999,1406.0,7.2,2054.0,怪盗基德再度发出预告信，目标竟然是俄罗斯-罗曼诺夫王朝的皇室秘宝“记忆彩蛋”。柯南与服部联合保护“记忆彩蛋”，但把作案时间推理错误，令基德得逞，但基德于逃走中途被狙击。自此引出一连串疑问，名侦探柯南，将于大阪解开一连串事件。,,,,,
1379,超级无敌掌门狗之世纪大骗兔, ,1,Wallace & Gromit in The Curse of the Were-Rabbit,10/14/2005,1407.0,7.3,96.0,村民们要参加一年一度的蔬菜大赛啦，他们培育出来的蔬菜超级棒，不料却招来了害虫——野兔的骚扰。野兔身材高大，神出鬼没，村民们一筹莫展，唯有请来捉兔专家华理士。当然，华理士的爱狗勒密特也在捉兔队伍之列。华理士和勒密特设计出各色各样的捉兔工具，村民以为大可放心时，华理士却犯了一个严重的错误：他竟然错误操作机器，让自己和野兔的思想发生对调，闹剧更加轰轰烈烈。互换了身份的华理士和野兔，如何让自己回到原来的世界，而野兔就注定要被除掉吗？,,,,,
1380,新撰组异闻录,平田智浩,24,PEACE MAKER 鐵,,1408.0,7.2,611.0,新撰组，是处于日本倒幕时代的一个传奇的存在，作为幕府派的特务组织，他们的确是妨碍了历史的发展，著名的池田屋事件，使明治维新推迟了至少一年，然而新撰组中那些被称为“壬生狼”的人们，以他们不寻常的经历，以他们的万千豪气在日本的历史上书写了浓墨重彩的一笔。,10/7/2003,,10,7,2003
1381,钻石王牌,增原光幸,52,ダイヤのA actⅡ,,1409.0,7.3,164.0,2年生となる沢村栄純が、ついに春のセンバツ甲子園のデビューを果たす！目指すは全国の頂点のみ！！名門復活へ。青道高校野球部の快進撃が始まる！！,4/2/2019,星期二,4,2,2019
1382,夜思,彭擎政,1,夜思,,1410.0,7.3,85.0,他，出生于嘉定，是一位极具有传奇色彩的爱国外交家，在风雨动荡的年代，在世界强国面前为维护中华民族权益据理力争。他曾说：“当国家征召我时，我就是一名战士，义无反顾。”九十七岁高龄之际，题字“露从今夜白，夜是故乡明”。他，就是中国人心中的骄傲——顾维钧。,8/17/2018,,8,17,2018
1383,鲁邦三世,矢野博之,1,ルパン三世 ワルサーP38,,1411.0,7.3,53.0,又是一次猫鼠周旋，钱形警部眼看就要把鲁邦铐上，不料却从暗地里射来一颗子弹。钱形中枪倒下，鲁邦循着枪声望去，只看见一只有着毒蜘蛛纹身的手，正握着一支与自己的爱枪一样型号的沃尔特P38，转瞬隐没在了阴影中…,8/1/1997,,8,1,1997
1384,守护者联盟, ,1,Rise of the Guardians,,1412.0,7.3,207.0,《守护者联盟》（RiseoftheGuardians）是一部2012年美国3D电脑动画奇幻冒险片，根据威廉·乔西创作的系列书籍TheGuardiansofChildhood和Joyce与ReelFX制作的短片TheManintheMoon改编而成。夢工廠動畫制作，PeterRamsey导演，中国大陆、北美和英国分别将于2012年11月16日、21日和30日上映。,,,,,
1385,骷髅,大贺俊二,50,ゴルゴ13,,1413.0,7.3,132.0,《骷髅13》是一部随着世界潮流的创作，取材以时事为主。大小事件的发生、来龙去脉，成了斋藤隆夫搜集的资料。三十年来的世界历史就在《骷髅13》中一目了然。使看漫画的人可以约略明白世界的变动，从“波斯湾战争”、“北约修理南斯拉夫”、“克林顿情史”、“世纪末的好莱坞”，以至“教皇遇刺”…《骷髅13》从另一个角度为读者解读事件的始末。《骷髅13》是以超凡级狙击手作为引子，牵扯出种种的事件内幕！故事从真人真事出发，再加上虚构的剧情强化内容，使一般人在精彩的故事中，不仅可以看到尔虞我诈的人间百态，也能感受到温馨感人的一面。因此，格外受上班族的喜爱。,4/11/2008,,4,11,2008
1386,路人女主的养成方法,龟井干太,13,冴えない彼女の育てかた,,1414.0,7.2,6188.0,春假时，为了购买动画蓝光片而打工的御宅族安艺伦也，在开满樱花的坡道上邂逅一位少女，帮她捡一顶被风吹走的帽子。于是有了以该少女为女主角制作同人游戏的构想。一个月后，才知道该少女是他的同班同学，名叫加藤惠。,1/8/2015,星期四,1,8,2015
1387,翼神传说,京田知己,1,ラーゼフォン 多元変奏曲,4/19/2003,1415.0,7.3,312.0,公元2012年，MU族在东京降下，当时的驻日美军和日本自卫队联合对其进行进攻并在后期使用了战术核武器，结果是惨败，MU族使用TOKYOJUPITER割断了东京与外界的一切联系，地球上的国家组成了地球联合军与之对抗，但是在初期受到了MU的人形兵器的毁灭性打击，在TERRA成立之后，由于对MU的研究深入和科技发展，双方一度处于胶着状态，直到２０２７年，在TERRA组织的一次名为OVERLORD的渗入行动后神名绫人驾驶着RAHXEPHON投向地球联合阵线，才使这一切有所改变，旧世界毁灭新世界诞生的乐章就此开始演奏,,,,,
1388,宝莲灯,常光希,1,宝莲灯,,1416.0,7.2,1312.0,《宝莲灯》是上海美术电影制片厂继《大闹天宫》、《哪咤闹海》、《天书奇谭》、《金猴降妖》之后于1999年摄制并公映的一部改编自中国神话《宝莲灯》的长篇动画电影。该片总投资1200万元人民币，其剧本、人物造型、背景设计等项目都经过了反复的推敲与修改而创造出来的动画作品。曾经海外各国等地区外购了该片，现有日语、粤语、英语等国语言上映与发行。,,,,,
1389,暗杀教室,岸诚二,22,暗殺教室,,1417.0,7.2,3948.0,故事讲述了将月球炸掉了七成并扬言要炸掉地球的“杀老师”，赴任椚丘中学3年E班的教师。而以日本为首的各国首脑在得知这一消息后决定将暗杀他的重任交付给3年E班的学生们，寄望他们能在一年之内把老师除掉，成功得手后的报酬为一百亿日元。于是，各路同学想尽办法在不让别人知晓的情况下进行暗杀老师的计划，这场教师与学生之间非日常的授业大戏随即拉开了帷幕……,1/9/2015,星期五,1,9,2015
1390,滑头鬼之孙,福田道生,26,ぬらりひょんの孫～千年魔京～,,1418.0,7.2,2373.0,有着四分之一滑头鬼血液的混血儿陆生带领奴良组，陆生为打败京都妖怪去远野修行，结识并得到了远野妖怪的帮助。然后奴良组赶往京都帮助花开院家的阴阳师重新布置结界，了解到羽衣狐是想生下鵺使安倍晴明复活，于是，奴良组与花开院家为阻止羽衣狐而联手展开了行动。,7/3/2011,星期日,7,3,2011
1391,蝙蝠侠,布鲁斯,85,Batman: The Animated Series,,1419.0,7.3,94.0,黑暗笼罩的哥谭镇，暗夜里总在上演一幕幕追逐。布鲁斯·韦恩白天是社交宠儿、巨富青年，夜晚则是行走在夜间的蝙蝠侠，他利用自己的财富、智慧和高科技装备，致力于打击哥谭镇的犯罪。他的对手有珠宝大盗、美艳的猫女，玩世不恭、搞出各种致命恶作剧的小丑，失去爱人又被害成“急冻人”的研究员，曾是著名演员、欲找回被车祸损毁容貌而过量使用神奇面霜的“泥人”……每个坏人身上，都有一个令人唏嘘的故事，蝙蝠侠秉承他“不杀生”的原则，作为哥谭镇正义的化身，将一个个罪犯绳之以法送进监狱。,,,,,
1392,守望先锋,,1,Dragons,,1420.0,7.3,193.0,,5/16/2016,,5,16,2016
1393,偶像活动,佐藤照雄,50,アイカツスターズ! 2年目,,1421.0,7.3,59.0,虹野ゆめ、ピンチです！？,4/6/2017,星期四,4,6,2017
1394,图书馆战争,滨名孝行,1,図書館戦争 革命のつばさ,6/16/2012,1422.0,7.2,535.0,2019年（正化31年）。,,,,,
1395,进击的巨人,荒木哲郎,2,進撃の巨人 悔いなき選択,,1423.0,7.2,1097.0,外传「进击的巨人无悔的选择」OAD化决定！,,,,,
1396,天堂餐馆,加濑充子,11,リストランテ・パラディーゾ,,1424.0,7.3,413.0,故事中位于罗马市区的人气餐厅「熊的小屋」，由于老板娘的个人美学使然，员工们全是戴著老花眼镜的绅士，由于温文儒雅的绅士们带著幽默的谈吐，连带也吸引了一批发中此道的熟女老饕上门。而误闯熟女乐园的年轻女孩「妮可」，在眼镜绅士的呵护围下，似乎即将展开一段恋曲。,4/8/2009,星期三,4,8,2009
1397,光之美少女,小村敏明,48,Yes! プリキュア5 Go Go!,,1425.0,7.3,152.0,美美等人消灭恶梦军团后，回归往日和平日子。某日，于美美面前出现一位少年，他交给美美一封神秘的信。“我们于玫瑰疗园恭候光临……”写信者“芙罗拉”留下这段不可思议的讯息后消失，然后信件就变成了玫瑰契约（Rosepad）。突然间新敌人出现！送信少年此时变成了巨大燕子，带美美脱离险境。可可及果果了解到新危机的降临，于是前往美美的世界，给她们新的变身工具光之手机，变身成新的光之美少女。为解开玫瑰疗园之谜而努力。,2/3/2008,日曜日,2,3,2008
1398,舞动青春,板津匡览,24,ボールルームへようこそ,,1426.0,7.2,1159.0,“热情地舞动青春吧。”,7/8/2017,星期六,7,8,2017
1399,,小林敦,12,Just Because!,,1427.0,7.2,2116.0,高中三年级的冬天、剩下没多久的高中生活，大家都认为会在毫无变化的情况下迎来毕业之日……但在某一天，他突然回来了，在中学时搬到遥远城镇的同学，变成不合时节的转学生再次相会，伴随着某种不确定的感情、转变开始的信号微弱的发出了声响……,10/5/2017,星期四,10,5,2017
